### NIRSPEC Brown Dwarf Spectroscopic Survey (BDSS)
### McLean et al. 2007, ApJ, 658. 1217
### Please cite the above reference if you use  
### or display this data in your publication.
###     2MASS 0036 -- NIRSPEC-3 Filter, dispersion order 59
### lambda (microns)   Flambda (Normalized)
       1.2929937      0.80300962
       1.2930122      0.80082633
       1.2930307      0.80800263
       1.2930491      0.80540847
       1.2930676      0.79523106
       1.2930861      0.80817361
       1.2931046      0.81430188
       1.2931230      0.82374775
       1.2931415      0.82217579
       1.2931600      0.83612573
       1.2931784      0.84663376
       1.2931968      0.85491719
       1.2932153      0.85585251
       1.2932338      0.85995866
       1.2932523      0.85473510
       1.2932707      0.84370060
       1.2932892      0.84233635
       1.2933077      0.83216731
       1.2933262      0.82877710
       1.2933447      0.81669933
       1.2933631      0.81271873
       1.2933816      0.81446725
       1.2934001      0.80668220
       1.2934186      0.80179876
       1.2934370      0.79733438
       1.2934555      0.78685945
       1.2934739      0.78196611
       1.2934924      0.79250158
       1.2935108      0.77771416
       1.2935293      0.76711797
       1.2935478      0.76762787
       1.2935663      0.76227146
       1.2935847      0.76022149
       1.2936032      0.74559631
       1.2936217      0.75155340
       1.2936402      0.76032030
       1.2936586      0.76843565
       1.2936771      0.77174899
       1.2936956      0.77404978
       1.2937141      0.77263234
       1.2937326      0.77623715
       1.2937510      0.78765322
       1.2937694      0.79876620
       1.2937878      0.80254269
       1.2938062      0.82202871
       1.2938247      0.82750922
       1.2938432      0.80349061
       1.2938617      0.83362976
       1.2938802      0.85838626
       1.2938986      0.87030850
       1.2939171      0.87923248
       1.2939356      0.87322168
       1.2939541      0.87360087
       1.2939725      0.88252851
       1.2939910      0.89463418
       1.2940095      0.88423465
       1.2940280      0.85926910
       1.2940465      0.87476019
       1.2940648      0.90981436
       1.2940833      0.89992204
       1.2941018      0.89888468
       1.2941202      0.89991457
       1.2941387      0.90702029
       1.2941572      0.88856725
       1.2941757      0.88500947
       1.2941942      0.87573753
       1.2942126      0.87301799
       1.2942311      0.86105011
       1.2942496      0.84286890
       1.2942681      0.82521135
       1.2942865      0.82082599
       1.2943050      0.81685739
       1.2943235      0.81113602
       1.2943420      0.81194913
       1.2943603      0.80964102
       1.2943788      0.80567395
       1.2943973      0.82547083
       1.2944158      0.81769300
       1.2944342      0.80789677
       1.2944527      0.81750155
       1.2944712      0.82391110
       1.2944897      0.82610543
       1.2945082      0.82549173
       1.2945266      0.82171437
       1.2945451      0.83234618
       1.2945636      0.83439713
       1.2945821      0.83537550
       1.2946005      0.82789028
       1.2946190      0.83364185
       1.2946375      0.81989536
       1.2946559      0.82226664
       1.2946743      0.81309355
       1.2946928      0.80142463
       1.2947113      0.79688749
       1.2947298      0.79089041
       1.2947482      0.80459019
       1.2947667      0.80185410
       1.2947852      0.79517149
       1.2948037      0.80475515
       1.2948222      0.80141193
       1.2948406      0.79269448
       1.2948591      0.79622149
       1.2948776      0.79085102
       1.2948961      0.78818075
       1.2949145      0.80525099
       1.2949330      0.82148471
       1.2949514      0.82480366
       1.2949699      0.82610311
       1.2949882      0.83028844
       1.2950067      0.84329508
       1.2950252      0.84420083
       1.2950437      0.85515365
       1.2950621      0.87049760
       1.2950806      0.88576468
       1.2950991      0.90632474
       1.2951176      0.92364266
       1.2951360      0.91653957
       1.2951545      0.92838656
       1.2951730      0.92018828
       1.2951915      0.93954259
       1.2952100      0.93685981
       1.2952284      0.93618861
       1.2952468      0.92767827
       1.2952653      0.93237113
       1.2952837      0.93164567
       1.2953022      0.92486101
       1.2953207      0.92001765
       1.2953392      0.92588810
       1.2953577      0.91283716
       1.2953761      0.89634344
       1.2953946      0.87480150
       1.2954131      0.87532788
       1.2954316      0.86147026
       1.2954500      0.85076155
       1.2954685      0.83911863
       1.2954870      0.83110469
       1.2955055      0.81563404
       1.2955240      0.81327199
       1.2955423      0.78780309
       1.2955608      0.78013050
       1.2955793      0.75694509
       1.2955977      0.74166173
       1.2956162      0.74068982
       1.2956347      0.75474170
       1.2956532      0.75535553
       1.2956717      0.74926266
       1.2956901      0.75104519
       1.2957086      0.74572641
       1.2957271      0.75174980
       1.2957456      0.75471200
       1.2957640      0.75691788
       1.2957825      0.75666470
       1.2958010      0.76363385
       1.2958195      0.77578179
       1.2958378      0.78037868
       1.2958563      0.78493603
       1.2958748      0.78864016
       1.2958933      0.77779764
       1.2959117      0.78457743
       1.2959302      0.78237563
       1.2959487      0.79261097
       1.2959672      0.77631546
       1.2959857      0.78237575
       1.2960041      0.77093738
       1.2960226      0.76724087
       1.2960411      0.75343781
       1.2960596      0.74299978
       1.2960780      0.73204684
       1.2960965      0.74186267
       1.2961150      0.73556761
       1.2961334      0.74183586
       1.2961518      0.73351195
       1.2961703      0.73185374
       1.2961888      0.74256522
       1.2962072      0.74229360
       1.2962256      0.73521026
       1.2962441      0.75618778
       1.2962626      0.74621276
       1.2962811      0.72534229
       1.2962995      0.72860732
       1.2963180      0.72720341
       1.2963365      0.72872303
       1.2963550      0.74207079
       1.2963735      0.74298015
       1.2963919      0.74307950
       1.2964104      0.74480887
       1.2964288      0.76094663
       1.2964473      0.78449392
       1.2964657      0.78071296
       1.2964842      0.78966885
       1.2965027      0.79349840
       1.2965212      0.79876052
       1.2965396      0.80830919
       1.2965581      0.80786894
       1.2965766      0.81759458
       1.2965951      0.81686917
       1.2966135      0.81410369
       1.2966320      0.81225361
       1.2966505      0.80658383
       1.2966690      0.81625374
       1.2966875      0.80725866
       1.2967059      0.80276168
       1.2967243      0.80544839
       1.2967428      0.82236714
       1.2967612      0.81747309
       1.2967797      0.82491830
       1.2967982      0.82914012
       1.2968167      0.83094394
       1.2968352      0.82267060
       1.2968536      0.81570544
       1.2968721      0.81048369
       1.2968906      0.82228486
       1.2969091      0.82053606
       1.2969275      0.81099887
       1.2969460      0.79219979
       1.2969645      0.79121967
       1.2969830      0.78868626
       1.2970015      0.77783364
       1.2970198      0.76858736
       1.2970383      0.76563438
       1.2970568      0.76096434
       1.2970752      0.75827504
       1.2970937      0.76367517
       1.2971122      0.77038150
       1.2971307      0.76345936
       1.2971492      0.77130331
       1.2971676      0.77389860
       1.2971861      0.77171771
       1.2972046      0.76702252
       1.2972231      0.78616313
       1.2972415      0.80727073
       1.2972600      0.81658487
       1.2972785      0.81439983
       1.2972970      0.80543234
       1.2973153      0.79024025
       1.2973338      0.77044542
       1.2973523      0.77563685
       1.2973708      0.77649344
       1.2973892      0.77302240
       1.2974077      0.76612379
       1.2974261      0.76792440
       1.2974446      0.77374798
       1.2974631      0.76526154
       1.2974815      0.77114685
       1.2975000      0.78167637
       1.2975185      0.79086262
       1.2975370      0.81428927
       1.2975554      0.82030614
       1.2975739      0.84089476
       1.2975924      0.84906799
       1.2976108      0.85707163
       1.2976292      0.87449288
       1.2976477      0.88062981
       1.2976662      0.87837188
       1.2976847      0.88776804
       1.2977031      0.87804101
       1.2977216      0.87863010
       1.2977401      0.87449353
       1.2977586      0.86451099
       1.2977770      0.85075584
       1.2977955      0.84583951
       1.2978140      0.82751701
       1.2978325      0.81422497
       1.2978510      0.81004134
       1.2978694      0.81463576
       1.2978879      0.81326222
       1.2979063      0.82041465
       1.2979247      0.82104366
       1.2979432      0.82082840
       1.2979617      0.82063434
       1.2979802      0.82850874
       1.2979987      0.83424340
       1.2980171      0.82859152
       1.2980356      0.82445263
       1.2980541      0.82274185
       1.2980726      0.82439028
       1.2980910      0.82833693
       1.2981095      0.83014245
       1.2981280      0.82810776
       1.2981465      0.83030113
       1.2981650      0.82175938
       1.2981834      0.81664845
       1.2982018      0.81532809
       1.2982203      0.81533434
       1.2982387      0.81675636
       1.2982572      0.82666730
       1.2982757      0.82763202
       1.2982942      0.82702053
       1.2983127      0.82122663
       1.2983311      0.82953792
       1.2983496      0.82424728
       1.2983681      0.81751861
       1.2983866      0.81096492
       1.2984050      0.80943839
       1.2984235      0.79858254
       1.2984420      0.79204411
       1.2984605      0.78034040
       1.2984790      0.79566807
       1.2984973      0.79378353
       1.2985158      0.78928019
       1.2985343      0.78847002
       1.2985527      0.78947565
       1.2985712      0.79729825
       1.2985897      0.79692329
       1.2986082      0.81759595
       1.2986267      0.82976274
       1.2986450      0.84330134
       1.2986635      0.85728283
       1.2986820      0.86398071
       1.2987005      0.87491964
       1.2987189      0.89178116
       1.2987374      0.88968003
       1.2987559      0.90507145
       1.2987744      0.89780556
       1.2987927      0.92789006
       1.2988112      0.93379871
       1.2988297      0.94073848
       1.2988482      0.94512370
       1.2988666      0.93950233
       1.2988851      0.93723631
       1.2989036      0.94474938
       1.2989221      0.92695596
       1.2989406      0.94104886
       1.2989590      0.93174220
       1.2989775      0.94002625
       1.2989960      0.93411588
       1.2990145      0.93357317
       1.2990329      0.94293155
       1.2990514      0.94604467
       1.2990699      0.93786672
       1.2990883      0.95345538
       1.2991067      0.95749056
       1.2991252      0.96316215
       1.2991437      0.96588422
       1.2991622      0.95394495
       1.2991806      0.95727517
       1.2991991      0.94886279
       1.2992176      0.94279659
       1.2992361      0.92835080
       1.2992545      0.93589278
       1.2992730      0.91751126
       1.2992915      0.92797652
       1.2993100      0.91210076
       1.2993285      0.89902668
       1.2993469      0.87418883
       1.2993654      0.86247091
       1.2993838      0.86698453
       1.2994022      0.87497328
       1.2994207      0.86593128
       1.2994392      0.86412946
       1.2994577      0.84953222
       1.2994762      0.85534010
       1.2994946      0.84657383
       1.2995131      0.84702425
       1.2995316      0.84463848
       1.2995501      0.83984895
       1.2995685      0.84155471
       1.2995870      0.84071325
       1.2996055      0.84879475
       1.2996240      0.85380146
       1.2996425      0.85740459
       1.2996609      0.87002726
       1.2996793      0.88925515
       1.2996978      0.88869982
       1.2997162      0.91324474
       1.2997347      0.92520359
       1.2997532      0.93783429
       1.2997717      0.93678843
       1.2997902      0.95321086
       1.2998086      0.96130380
       1.2998271      0.96799704
       1.2998456      0.96516066
       1.2998640      0.97187201
       1.2998824      0.97372899
       1.2999009      0.97765507
       1.2999194      0.97015412
       1.2999379      0.96234930
       1.2999564      0.96398270
       1.2999748      0.94237832
       1.2999932      0.95132813
       1.3000117      0.94369024
       1.3000301      0.92621506
       1.3000486      0.91803526
       1.3000671      0.91417136
       1.3000856      0.90212398
       1.3001041      0.89471614
       1.3001225      0.87510509
       1.3001410      0.87433083
       1.3001595      0.86100840
       1.3001780      0.86223740
       1.3001964      0.86711856
       1.3002149      0.86048458
       1.3002334      0.85764317
       1.3002519      0.83536535
       1.3002702      0.85055815
       1.3002887      0.84853923
       1.3003072      0.83893656
       1.3003257      0.81158273
       1.3003441      0.83116902
       1.3003626      0.84096310
       1.3003811      0.84805926
       1.3003996      0.82545737
       1.3004181      0.82499933
       1.3004365      0.83155207
       1.3004550      0.82972492
       1.3004735      0.83487144
       1.3004920      0.83631986
       1.3005104      0.83864794
       1.3005289      0.82744166
       1.3005474      0.83779622
       1.3005659      0.83826128
       1.3005842      0.84929297
       1.3006027      0.85677245
       1.3006212      0.87468521
       1.3006397      0.87638712
       1.3006581      0.89172122
       1.3006766      0.91267632
       1.3006951      0.92447045
       1.3007136      0.93098692
       1.3007320      0.93699573
       1.3007505      0.94524515
       1.3007690      0.95096134
       1.3007875      0.95918837
       1.3008060      0.95941884
       1.3008244      0.96704808
       1.3008429      0.96143817
       1.3008613      0.96787652
       1.3008797      0.95024282
       1.3008982      0.94966532
       1.3009167      0.94030562
       1.3009352      0.94671336
       1.3009537      0.93167603
       1.3009721      0.94414200
       1.3009906      0.94896654
       1.3010091      0.94644112
       1.3010276      0.94425265
       1.3010460       1.0078361
       1.3010645      0.97471740
       1.3010829      0.93899368
       1.3011014      0.93645882
       1.3011199      0.93801654
       1.3011383      0.95904238
       1.3011568      0.95736177
       1.3011752      0.96767151
       1.3011936      0.96485379
       1.3012121      0.94852502
       1.3012306      0.94852502
       1.3012491      0.94852502
       1.3012676      0.94852502
       1.3012860      0.94852502
       1.3013045      0.94852502
       1.3013230      0.94852502
       1.3013415      0.94852502
       1.3013599      0.94852502
       1.3013784      0.94852502
       1.3013969      0.94852502
       1.3014154      0.94852502
