### NIRSPEC Brown Dwarf Spectroscopic Survey (BDSS)
### McLean et al. 2007, ApJ, 658. 1217
### Please cite the above reference if you use  
### or display this data in your publication.
###     2MASS 0036 -- NIRSPEC-3 Filter, dispersion order 61
### lambda (microns)   Flambda (Normalized)
       1.2467721      0.76380539
       1.2467900      0.75856023
       1.2468078      0.74927354
       1.2468257      0.74815458
       1.2468436      0.74584671
       1.2468615      0.71046232
       1.2468794      0.73574140
       1.2468972      0.73021172
       1.2469151      0.73413031
       1.2469330      0.74214381
       1.2469509      0.75437147
       1.2469688      0.76743099
       1.2469866      0.80208952
       1.2470045      0.82174874
       1.2470224      0.82444310
       1.2470403      0.83148449
       1.2470582      0.85713239
       1.2470761      0.86757117
       1.2470939      0.87679529
       1.2471118      0.88418636
       1.2471297      0.87214274
       1.2471476      0.86560930
       1.2471655      0.85206391
       1.2471833      0.83848539
       1.2472012      0.83359360
       1.2472191      0.81848018
       1.2472370      0.80917140
       1.2472549      0.80960574
       1.2472727      0.80211529
       1.2472906      0.78742885
       1.2473085      0.77571282
       1.2473264      0.77756795
       1.2473443      0.76225577
       1.2473622      0.76892540
       1.2473800      0.77173754
       1.2473979      0.76986033
       1.2474158      0.78022918
       1.2474337      0.78153586
       1.2474516      0.78852573
       1.2474694      0.80390416
       1.2474873      0.79758421
       1.2475052      0.80356185
       1.2475231      0.80132391
       1.2475410      0.79508125
       1.2475588      0.78137759
       1.2475766      0.78564365
       1.2475944      0.77334238
       1.2476123      0.75971601
       1.2476302      0.76262753
       1.2476480      0.75721306
       1.2476659      0.76231466
       1.2476838      0.76368761
       1.2477017      0.76487651
       1.2477196      0.76642981
       1.2477374      0.76746780
       1.2477553      0.76931925
       1.2477732      0.77500242
       1.2477911      0.77842190
       1.2478090      0.76692672
       1.2478269      0.77748697
       1.2478447      0.77515334
       1.2478626      0.79698055
       1.2478805      0.80217786
       1.2478984      0.80461088
       1.2479163      0.80588444
       1.2479341      0.80702181
       1.2479520      0.81427301
       1.2479699      0.80589548
       1.2479878      0.81106702
       1.2480057      0.78693562
       1.2480235      0.78175303
       1.2480414      0.76969469
       1.2480593      0.75698853
       1.2480772      0.77161608
       1.2480951      0.78281311
       1.2481130      0.72315744
       1.2481308      0.70541261
       1.2481487      0.69663866
       1.2481666      0.70427892
       1.2481845      0.69814743
       1.2482024      0.70033898
       1.2482202      0.70085466
       1.2482381      0.70487963
       1.2482560      0.71289718
       1.2482739      0.72187947
       1.2482918      0.74099172
       1.2483097      0.74956065
       1.2483275      0.76492068
       1.2483454      0.77642690
       1.2483633      0.79458803
       1.2483812      0.81550608
       1.2483991      0.81670971
       1.2484169      0.81704466
       1.2484348      0.80094847
       1.2484527      0.78798833
       1.2484706      0.77896298
       1.2484885      0.77231175
       1.2485063      0.75449294
       1.2485242      0.74658287
       1.2485421      0.75120229
       1.2485600      0.74045064
       1.2485779      0.73249162
       1.2485958      0.73346998
       1.2486136      0.72581315
       1.2486315      0.72382809
       1.2486494      0.72063204
       1.2486673      0.72411814
       1.2486852      0.71770322
       1.2487030      0.73149043
       1.2487209      0.73459667
       1.2487388      0.73339341
       1.2487567      0.72876442
       1.2487745      0.74068989
       1.2487923      0.73500524
       1.2488102      0.73276289
       1.2488281      0.74070829
       1.2488460      0.73028018
       1.2488639      0.72996547
       1.2488818      0.72893153
       1.2488996      0.73795320
       1.2489175      0.74474983
       1.2489354      0.74098067
       1.2489533      0.75688178
       1.2489712      0.77553982
       1.2489890      0.78849260
       1.2490069      0.81285958
       1.2490248      0.82497681
       1.2490427      0.83776396
       1.2490606      0.83036552
       1.2490785      0.82013654
       1.2490963      0.82674728
       1.2491141      0.81705570
       1.2491320      0.80628933
       1.2491499      0.78611480
       1.2491677      0.78978457
       1.2491856      0.79880992
       1.2492035      0.78542648
       1.2492214      0.79403958
       1.2492393      0.77838509
       1.2492571      0.77829675
       1.2492750      0.78224258
       1.2492929      0.78261434
       1.2493108      0.78135550
       1.2493287      0.78324008
       1.2493466      0.79957553
       1.2493644      0.80218154
       1.2493823      0.81037135
       1.2494002      0.82550317
       1.2494181      0.83580208
       1.2494360      0.82973610
       1.2494538      0.82187757
       1.2494717      0.82260269
       1.2494896      0.81359942
       1.2495075      0.80055094
       1.2495254      0.78171622
       1.2495432      0.76290727
       1.2495611      0.74882080
       1.2495790      0.72673814
       1.2495969      0.71641015
       1.2496148      0.71316551
       1.2496327      0.69764095
       1.2496505      0.68733614
       1.2496684      0.68944451
       1.2496863      0.70064302
       1.2497042      0.70343455
       1.2497221      0.70310070
       1.2497399      0.71397014
       1.2497578      0.70982407
       1.2497757      0.71419577
       1.2497936      0.72614774
       1.2498115      0.72944574
       1.2498294      0.72762374
       1.2498472      0.72657618
       1.2498651      0.73924296
       1.2498830      0.74915944
       1.2499009      0.74986615
       1.2499188      0.76119570
       1.2499366      0.76097485
       1.2499545      0.77572754
       1.2499724      0.77941204
       1.2499902      0.78332474
       1.2500081      0.79564442
       1.2500259      0.80430169
       1.2500438      0.81316877
       1.2500617      0.83186729
       1.2500796      0.83495181
       1.2500975      0.84437838
       1.2501154      0.84487897
       1.2501332      0.83336170
       1.2501511      0.81451226
       1.2501690      0.79443343
       1.2501869      0.77680602
       1.2502048      0.74873246
       1.2502226      0.72583560
       1.2502405      0.70937832
       1.2502584      0.69566398
       1.2502763      0.68950746
       1.2502942      0.68660734
       1.2503120      0.67380401
       1.2503299      0.67068489
       1.2503478      0.67286724
       1.2503657      0.68813120
       1.2503836      0.69129155
       1.2504015      0.70289494
       1.2504193      0.72640098
       1.2504372      0.72999382
       1.2504551      0.75011277
       1.2504730      0.76162635
       1.2504909      0.76026077
       1.2505087      0.76763712
       1.2505266      0.77997888
       1.2505445      0.77389082
       1.2505624      0.77200624
       1.2505803      0.76334529
       1.2505982      0.76497957
       1.2506160      0.75036674
       1.2506339      0.74983303
       1.2506517      0.73560374
       1.2506696      0.75865225
       1.2506874      0.75677504
       1.2507053      0.76615375
       1.2507232      0.77486255
       1.2507411      0.78114570
       1.2507590      0.78745461
       1.2507768      0.80088590
       1.2507947      0.80906098
       1.2508126      0.80438267
       1.2508305      0.79290589
       1.2508484      0.78413820
       1.2508663      0.76843953
       1.2508841      0.75519229
       1.2509020      0.74236466
       1.2509199      0.72862639
       1.2509378      0.71713195
       1.2509557      0.71320269
       1.2509735      0.69987078
       1.2509914      0.68344184
       1.2510093      0.66948788
       1.2510272      0.66637060
       1.2510451      0.66745203
       1.2510629      0.66829088
       1.2510808      0.66019052
       1.2510987      0.66733387
       1.2511166      0.66816169
       1.2511345      0.67182226
       1.2511524      0.67269792
       1.2511702      0.67858501
       1.2511881      0.68390268
       1.2512059      0.68765822
       1.2512238      0.70072620
       1.2512417      0.70594118
       1.2512595      0.70871982
       1.2512774      0.71692178
       1.2512953      0.71909162
       1.2513132      0.72131961
       1.2513311      0.71941038
       1.2513489      0.71613593
       1.2513668      0.72353252
       1.2513847      0.71519143
       1.2514026      0.70932201
       1.2514205      0.70336903
       1.2514384      0.69897009
       1.2514562      0.66606326
       1.2514741      0.62707536
       1.2514920      0.64537120
       1.2515099      0.64453308
       1.2515278      0.63507634
       1.2515456      0.63231352
       1.2515635      0.64079522
       1.2515814      0.63928130
       1.2515993      0.64108232
       1.2516172      0.63881531
       1.2516351      0.63955589
       1.2516529      0.64232938
       1.2516708      0.64548236
       1.2516887      0.64634367
       1.2517066      0.64460228
       1.2517245      0.64569070
       1.2517423      0.63384106
       1.2517602      0.63157920
       1.2517781      0.63174704
       1.2517960      0.64219797
       1.2518139      0.63015178
       1.2518317      0.63466887
       1.2518496      0.63221119
       1.2518675      0.63326501
       1.2518854      0.62855799
       1.2519033      0.62348178
       1.2519212      0.61418994
       1.2519390      0.60348429
       1.2519569      0.59514983
       1.2519748      0.59022785
       1.2519927      0.58131991
       1.2520106      0.57725041
       1.2520284      0.57731114
       1.2520463      0.57241824
       1.2520642      0.56382869
       1.2520821      0.55303765
       1.2521000      0.54449044
       1.2521178      0.53932663
       1.2521357      0.53304311
       1.2521536      0.52194473
       1.2521714      0.51268822
       1.2521893      0.50155818
       1.2522071      0.48737196
       1.2522250      0.48840295
       1.2522429      0.48016014
       1.2522608      0.47314267
       1.2522787      0.45749701
       1.2522965      0.45227541
       1.2523144      0.44519022
       1.2523323      0.43562379
       1.2523502      0.42075404
       1.2523681      0.40977602
       1.2523860      0.39459156
       1.2524038      0.37699801
       1.2524216      0.35980310
       1.2524395      0.34724122
       1.2524574      0.32679026
       1.2524753      0.31777153
       1.2524931      0.30574411
       1.2525110      0.29109668
       1.2525289      0.26709668
       1.2525468      0.25733443
       1.2525647      0.24641125
       1.2525825      0.24126695
       1.2526004      0.24593164
       1.2526183      0.24623568
       1.2526362      0.24815669
       1.2526541      0.25806471
       1.2526720      0.27432028
       1.2526898      0.28577865
       1.2527077      0.29975764
       1.2527256      0.31403735
       1.2527435      0.33485750
       1.2527614      0.36034050
       1.2527792      0.37829660
       1.2527971      0.40033804
       1.2528150      0.41789037
       1.2528329      0.43110375
       1.2528508      0.44082220
       1.2528686      0.44892330
       1.2528865      0.46798254
       1.2529044      0.48274739
       1.2529223      0.49626407
       1.2529402      0.51008809
       1.2529581      0.52213355
       1.2529759      0.53258227
       1.2529938      0.53991445
       1.2530117      0.54423609
       1.2530296      0.55744138
       1.2530475      0.55583949
       1.2530653      0.56087042
       1.2530832      0.56594737
       1.2531011      0.57636296
       1.2531190      0.58925574
       1.2531369      0.58831051
       1.2531548      0.59804442
       1.2531726      0.62108557
       1.2531905      0.62512857
       1.2532084      0.63513744
       1.2532263      0.63703674
       1.2532442      0.64414917
       1.2532620      0.65590201
       1.2532799      0.66292058
       1.2532978      0.67490751
       1.2533157      0.67614684
       1.2533336      0.68640195
       1.2533514      0.69262400
       1.2533693      0.67774284
       1.2533872      0.66292058
       1.2534051      0.70193425
       1.2534230      0.72026028
       1.2534409      0.73155963
       1.2534587      0.71906512
       1.2534766      0.72005562
       1.2534945      0.72629165
       1.2535124      0.72773969
       1.2535303      0.73348470
       1.2535481      0.73432466
       1.2535660      0.74694359
       1.2535839      0.76169629
       1.2536018      0.75777622
       1.2536197      0.75675664
       1.2536374      0.77061489
       1.2536553      0.75964239
       1.2536732      0.75694436
       1.2536911      0.74946127
       1.2537090      0.73983594
       1.2537267      0.74221375
       1.2537446      0.76636724
       1.2537625      0.74273642
       1.2537804      0.72437211
       1.2537983      0.73176760
       1.2538161      0.72313609
       1.2538340      0.72193210
       1.2538519      0.71826417
       1.2538698      0.71155884
       1.2538877      0.71633653
       1.2539056      0.71998274
       1.2539234      0.72482411
       1.2539413      0.72887448
       1.2539592      0.73716625
       1.2539771      0.74285421
       1.2539950      0.73942001
       1.2540128      0.73988526
       1.2540307      0.75430521
       1.2540486      0.76557218
       1.2540665      0.76475541
       1.2540844      0.75899494
       1.2541022      0.74241619
       1.2541201      0.74906595
       1.2541380      0.75606207
       1.2541559      0.75869642
       1.2541738      0.77298902
       1.2541917      0.77890408
       1.2542095      0.77372886
       1.2542274      0.78514674
       1.2542453      0.79893875
       1.2542632      0.80181714
       1.2542811      0.80369067
       1.2542989      0.81678332
       1.2543168      0.83855901
       1.2543347      0.86182911
       1.2543526      0.91988288
       1.2543705      0.87847374
       1.2543883      0.86580438
       1.2544062      0.87424081
       1.2544241      0.87105322
       1.2544420      0.87786641
       1.2544599      0.87461625
       1.2544778      0.87446166
       1.2544956      0.85025663
       1.2545135      0.83534934
       1.2545314      0.81788021
       1.2545493      0.79659775
       1.2545672      0.77142835
       1.2545850      0.75085997
       1.2546029      0.73676651
       1.2546208      0.72370956
       1.2546387      0.71280663
       1.2546566      0.71593422
       1.2546745      0.71480163
       1.2546923      0.70806795
       1.2547102      0.71035595
       1.2547281      0.72344271
       1.2547460      0.72438463
       1.2547639      0.73106236
       1.2547817      0.73908874
       1.2547996      0.75341814
       1.2548175      0.75966448
       1.2548354      0.76820028
       1.2548532      0.76897693
       1.2548710      0.76634883
       1.2548889      0.75941786
       1.2549068      0.75821792
       1.2549247      0.74891650
       1.2549426      0.75120965
       1.2549605      0.73822743
       1.2549783      0.74796686
       1.2549962      0.74453266
       1.2550141      0.73573662
       1.2550320      0.73262707
       1.2550499      0.73206648
       1.2550677      0.73127511
       1.2550856      0.73093390
       1.2551035      0.73932394
       1.2551214      0.73951939
       1.2551393      0.74785643
       1.2551571      0.76214534
       1.2551750      0.76153065
       1.2551929      0.77323931
       1.2552108      0.77800597
       1.2552286      0.77613611
       1.2552464      0.78432960
       1.2552643      0.78466456
       1.2552822      0.78794416
       1.2553001      0.78443266
       1.2553180      0.78492221
       1.2553358      0.79503340
       1.2553537      0.79472422
       1.2553716      0.79285436
       1.2553895      0.80546851
       1.2554074      0.79552663
       1.2554253      0.78826439
       1.2554431      0.76024016
       1.2554610      0.73087684
       1.2554789      0.76859413
       1.2554968      0.76863830
       1.2555147      0.76333425
       1.2555325      0.77025049
       1.2555504      0.76598811
       1.2555683      0.77442822
       1.2555862      0.78243398
       1.2556041      0.78377380
       1.2556219      0.77868324
       1.2556398      0.78811716
       1.2556577      0.79233905
       1.2556756      0.78849554
       1.2556935      0.80014164
       1.2557114      0.81662137
       1.2557292      0.82251803
       1.2557471      0.82947845
       1.2557650      0.87628734
       1.2557829      0.88503663
       1.2558008      0.90659147
       1.2558186      0.91546591
       1.2558365      0.92489615
       1.2558544      0.93067870
       1.2558723      0.94529889
       1.2558902      0.93942431
       1.2559080      0.93570301
       1.2559259      0.93679253
       1.2559438      0.93486747
       1.2559617      0.92585316
       1.2559796      0.92053070
       1.2559975      0.90095614
       1.2560153      0.90949195
       1.2560332      0.89586926
       1.2560511      0.87508371
       1.2560689      0.86863493
       1.2560868      0.86192481
       1.2561046      0.84984806
       1.2561225      0.83799585
       1.2561404      0.83033608
       1.2561583      0.82806501
       1.2561762      0.81764463
       1.2561940      0.79853754
       1.2562119      0.78911834
       1.2562298      0.78674053
       1.2562477      0.78316646
       1.2562656      0.78388422
       1.2562835      0.79053545
       1.2563013      0.78647920
       1.2563192      0.78301187
       1.2563371      0.78478234
       1.2563550      0.78752455
       1.2563729      0.79158816
       1.2563907      0.79829460
       1.2564086      0.80932232
       1.2564265      0.81472575
       1.2564444      0.82548845
       1.2564623      0.82704175
       1.2564802      0.83456533
       1.2564980      0.84418697
       1.2565159      0.84063867
       1.2565338      0.83965957
       1.2565517      0.83655665
       1.2565696      0.83083299
       1.2565874      0.82613627
       1.2566053      0.83339115
       1.2566232      0.82264686
       1.2566411      0.81643365
       1.2566590      0.81643733
       1.2566768      0.82618044
       1.2566947      0.82602216
       1.2567126      0.82033531
       1.2567305      0.81487666
       1.2567484      0.81910960
       1.2567663      0.82065554
       1.2567840      0.81839552
       1.2568019      0.81450858
       1.2568198      0.80858247
       1.2568377      0.81193201
       1.2568555      0.79274026
       1.2568734      0.78721904
       1.2568913      0.77646002
       1.2569092      0.78404986
       1.2569271      0.76871559
       1.2569449      0.75957246
       1.2569628      0.75382303
       1.2569807      0.78821286
       1.2569986      0.77761948
       1.2570165      0.76298825
       1.2570344      0.75034098
       1.2570522      0.75077900
       1.2570701      0.74831285
       1.2570880      0.74459155
       1.2571059      0.74487865
       1.2571238      0.74394005
       1.2571416      0.74911159
       1.2571595      0.75770628
       1.2571774      0.76175518
       1.2571953      0.76757822
       1.2572132      0.77812375
       1.2572311      0.78695402
       1.2572489      0.79222494
       1.2572668      0.79442239
       1.2572846      0.80529919
       1.2573025      0.81803480
       1.2573204      0.81689596
       1.2573382      0.83502911
       1.2573561      0.84493050
       1.2573740      0.84189751
       1.2573919      0.84039574
       1.2574098      0.85516316
       1.2574276      0.86460444
       1.2574455      0.84717579
       1.2574634      0.85637046
       1.2574813      0.84720524
       1.2574992      0.85415829
       1.2575171      0.83349421
       1.2575349      0.84122760
       1.2575528      0.84459554
       1.2575707      0.84695863
       1.2575886      0.84715739
       1.2576065      0.84290605
       1.2576243      0.84347658
       1.2576422      0.84318579
       1.2576601      0.83846699
       1.2576780      0.84150366
       1.2576959      0.82683562
       1.2577137      0.81892188
       1.2577316      0.81797591
       1.2577495      0.80719481
       1.2577674      0.80151163
       1.2577853      0.78922508
       1.2578032      0.79247892
       1.2578210      0.78606326
       1.2578389      0.77624654
       1.2578568      0.76004728
       1.2578747      0.74890546
       1.2578926      0.75578858
       1.2579104      0.75848294
       1.2579283      0.75036674
       1.2579462      0.74611909
       1.2579641      0.75646953
       1.2579820      0.75388560
       1.2579999      0.75581435
       1.2580177      0.76338210
       1.2580356      0.76183984
       1.2580535      0.77369205
       1.2580714      0.77778144
       1.2580893      0.78147697
       1.2581071      0.79391076
       1.2581250      0.79615605
       1.2581429      0.80511147
       1.2581608      0.82077333
       1.2581787      0.82540379
       1.2581965      0.82051567
       1.2582144      0.83502175
       1.2582323      0.84362013
       1.2582502      0.84328886
       1.2582681      0.82670311
       1.2582858      0.82837788
       1.2583037      0.83085875
       1.2583216      0.82620252
       1.2583395      0.83086243
       1.2583574      0.83519843
       1.2583752      0.83612599
       1.2583931      0.83936143
       1.2584110      0.83833816
       1.2584289      0.85140505
       1.2584468      0.84869597
       1.2584646      0.85641095
       1.2584825      0.86379834
       1.2585003      0.88126380
       1.2585182      0.89215900
       1.2585361      0.89401413
       1.2585540      0.90539520
       1.2585718      0.92278336
       1.2585897      0.92795858
       1.2586076      0.92002275
       1.2586255      0.93996539
       1.2586434      0.95641863
       1.2586612      0.96192144
       1.2586791      0.97119709
       1.2586970      0.98979255
       1.2587149       1.0039342
       1.2587328      0.99161087
       1.2587507       1.0050164
       1.2587685      0.99480950
       1.2587864      0.98333641
       1.2588043      0.95368010
       1.2588222      0.91197634
       1.2588401      0.91197634
       1.2588579      0.91197634
       1.2588758      0.91197634
       1.2588937      0.91197634
       1.2589116      0.91197634
       1.2589295      0.91197634
       1.2589473      0.91197634
       1.2589652      0.91197634
       1.2589831      0.91197634
       1.2590010      0.91197634
